"TOA5","RedoxMU3_83","CR1000","86615","CR1000.Std.31.03","CPU:COMPASS_MU_programsv2.CR1","36780","Table1"
"TIMESTAMP","RECORD","Statname","BattV","RedoxRa(1)","RedoxRa(2)","RedoxRa(3)","RedoxRa(4)","RedoxRa(5)","RedoxRa(6)","RedoxRa(7)","RedoxRa(8)","RedoxRa(9)","RedoxRa(10)","RedoxRa(11)","RedoxRa(12)","RedoxRa(13)","RedoxRa(14)","RedoxRa(15)","RedoxRa(16)","RedoxRa(17)","RedoxRa(18)","RedoxRa(19)","RedoxRa(20)","RedoxRb(1)","RedoxRb(2)","RedoxRb(3)","RedoxRb(4)","RedoxRb(5)","RedoxRb(6)","RedoxRb(7)","RedoxRb(8)","RedoxRb(9)","RedoxRb(10)","RedoxRb(11)","RedoxRb(12)","RedoxRb(13)","RedoxRb(14)","RedoxRb(15)","RedoxRb(16)","RedoxRb(17)","RedoxRb(18)","RedoxRb(19)","RedoxRb(20)"
"TS","RN","","Volts","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-02-01 06:40:00",0,"NAN",12.54,450.6266,510.6646,514.0759,533.0084,513.3936,530.1088,535.2256,552.623,1314.185,419.5842,528.4031,547.5062,383.0838,496.3374,523.9685,547.3356,1301.052,500.6014,509.6413,542.901,1338.064,1405.607,1408.336,1440.743,1404.413,1420.446,1421.81,1453.023,1749.802,1358.532,1430.509,1453.365,1333.288,1397.59,1411.235,1447.906,1742.127,1360.92,1366.378,1440.572
"2023-06-05 16:10:00",1,"NAN",12.54,450.1129,508.9568,514.0737,533.6883,513.562,530.9593,535.5645,553.1324,1281.773,419.5824,529.0831,547.845,383.7644,496.6764,524.1368,547.6744,1268.469,500.2582,509.8096,542.8987,1382.405,1422.146,1422.146,1450.288,1418.223,1425.727,1433.403,1462.228,1751.842,1376.776,1429.65,1458.987,1349.486,1413.617,1424.533,1457.964,1743.655,1374.388,1380.017,1449.435
"2023-06-05 16:15:00",2,"NAN",12.52,448.9173,507.7609,513.3894,532.3217,513.2189,529.9338,534.8801,551.9363,1284.156,419.7513,528.2283,546.99,382.3984,495.9922,523.282,546.8195,1271.023,499.9151,509.1254,542.3848,1352.892,1409.518,1412.418,1439.367,1405.937,1422.822,1422.993,1451.306,1745.524,1360.226,1420.605,1450.453,1336.518,1401.843,1413.441,1447.895,1738.19,1362.785,1369.607,1439.878
"2023-06-05 16:20:00",3,"NAN",12.51,451.1343,507.9312,513.3892,532.1509,514.0714,530.1041,534.7093,551.5948,1328.672,420.7744,528.228,546.8192,382.5687,495.6508,522.9406,546.3074,1320.314,506.2256,510.4896,542.214,442.9474,496.333,500.4265,519.3588,504.8611,516.1181,520.041,536.9266,1469.726,407.4707,512.3658,530.2747,375.064,481.8353,507.0784,529.763,1456.763,514.4125,499.4031,526.1812
"2023-06-05 16:25:00",4,"NAN",12.49,451.3049,508.4429,513.7303,532.492,514.0714,530.1041,534.8799,551.7654,1330.377,421.2861,528.0574,546.3074,382.3982,495.8214,522.77,546.1369,1321.167,506.3961,510.6602,542.0435,435.4427,490.3634,494.9685,514.2419,501.1087,512.5363,516.4592,533.3448,1468.02,405.9356,510.4896,527.8868,373.3584,479.9592,505.2022,528.0574,1458.639,513.048,498.2092,524.6462
"2023-06-05 16:30:00",5,"NAN",12.48,450.9637,508.784,513.2186,531.9803,514.5831,530.1041,534.7093,551.4243,1330.718,422.3095,528.3986,546.8192,382.5687,495.9919,522.9406,545.9663,1322.361,506.7373,509.8074,542.3845,435.7838,491.0456,495.6508,514.5831,501.4499,512.8774,516.8004,533.6859,1468.873,406.959,510.3191,528.228,373.529,480.3003,505.5433,527.8868,1459.321,513.7303,497.6975,525.3284
"2023-06-05 16:35:00",6,"NAN",12.47,451.4754,508.784,513.9008,532.3214,514.7537,530.4453,534.8799,551.4243,1330.718,423.1623,528.3986,546.478,382.7393,496.1625,522.77,545.7958,1326.966,506.9078,509.9779,542.3845,436.2955,491.7279,495.9919,514.9242,502.1321,513.5597,517.3121,534.027,1467.508,408.1529,510.4896,528.5691,373.8701,480.6414,505.8845,528.228,1463.585,514.4125,498.3798,525.499
"2023-06-05 16:40:00",7,"NAN",12.46,451.4754,509.1251,514.0714,532.3214,515.2653,530.4453,535.0504,551.2537,1332.253,423.674,528.3986,546.8192,382.7393,496.1625,522.77,545.7958,1326.625,507.0784,510.3191,542.5551,436.9778,492.2396,496.5036,515.4359,503.1555,514.0714,517.6532,534.027,1468.873,409.1763,511.3424,528.7397,374.2112,481.3236,506.055,528.5691,1463.415,514.9242,498.8914,526.0107
